Date (String),Temperature Sampled Low (°F),Temperature Sampled High (°F),Dew Point Sampled Low (°F),Dew Point Sampled High (°F),Wind Speed Min (mph),Wind Speed Max (mph),Precipitation (in),Pressure Altimeter Min (in Hg),Pressure Altimeter Max (in Hg)
1988,51.54553424657535,73.7175890410959,44.32432876712328,55.552876712328775,0.793506849315068,12.351232876712361,0.036438356164383554,30.003506849315052,30.143753424657522
1989,50.73918032786882,72.4473770491803,43.563278688524605,55.19786885245906,1.4769672131147549,13.763251366120244,0.11775956284153012,30.025081967213104,30.17010928961747
1990,51.707780821917716,71.54575342465752,45.649424657534276,56.41835616438353,1.4934794520547945,13.212000000000021,0.1469041095890411,30.029479452054787,30.16712328767126
1991,53.61331506849313,76.23167123287674,46.67517808219178,57.81101369863008,1.1279999999999997,13.728438356164414,0.11342465753424667,30.039506849315053,30.18254794520549
1992,54.150356164383545,74.06131506849322,47.45287671232872,58.04279452054797,1.109205479452055,12.306657534246611,0.14657534246575352,30.031698630136976,30.173945205479455
1993,51.457704918032775,71.937868852459,45.74147540983604,56.270491803278695,1.0715027322404371,12.691393442622978,0.15300546448087443,30.005601092896182,30.14524590163935
1994,51.809944751381195,72.62331491712709,45.32994475138121,55.58994475138123,1.236132596685083,13.47966850828734,0.09530386740331498,30.00756906077346,30.150138121546938
1995,52.86071428571427,72.76901098901098,46.94989010989013,57.54269230769236,1.2703021978021982,12.650467032967072,0.16510989010989022,30.018296703296723,30.160329670329688
1996,52.57270718232038,73.65657458563531,45.5024861878453,56.60480662983429,1.4742541436464087,13.155883977900574,0.12513812154696138,29.980580110497236,30.124364640883986
1997,51.64311475409841,72.26196721311476,45.92049180327869,57.50049180327869,1.300956284153005,14.067841530054663,0.11994535519125699,29.995928961748653,30.15316939890712
1998,51.62741758241761,71.87741758241762,46.2986263736264,57.30434065934069,1.415412087912088,14.202857142857168,0.07005494505494504,29.981840659340662,30.131648351648355
1999,54.91375342465758,74.84246575342463,50.057315068493175,60.08553424657528,0.9226575342465749,12.38347945205482,0.0689863013698631,29.96742465753426,30.110328767123264
2000,54.214958904109615,74.96131506849318,45.62032876712329,57.25079452054788,0.6582739726027392,13.492356164383576,0.04279452054794517,30.008219178082207,30.146547945205498
2001,53.14728767123291,73.81030136986296,45.18684931506849,55.931616438356116,0.6995068493150681,13.271342465753436,0.12827397260273976,30.02534246575342,30.172219178082162
2002,52.81243835616438,72.59468493150682,47.47901369863012,57.804602739726036,0.6360547945205478,13.126273972602762,0.1710410958904109,30.0442191780822,30.180109589041077
2003,54.14049315068501,72.92460273972603,47.20580821917807,57.50378082191783,0.759506849315068,13.322739726027418,0.06402739726027397,30.033150684931524,30.181917808219186
2004,53.128054794520544,72.0980821917808,47.24969863013695,57.82136986301368,0.8980821917808215,13.288356164383579,0.1612602739726027,30.000465753424656,30.147260273972652
2005,54.27081967213117,72.5860655737704,48.19360655737704,58.0911475409836,0.8862021857923492,13.434836065573775,0.15254098360655724,30.03584699453552,30.18114754098361
2006,53.655232876712425,72.9832876712328,46.22295890410956,56.74235616438354,0.7279178082191776,13.498575342465784,0.1318082191780822,29.992821917808183,30.137780821917804
2007,54.565095890410994,74.91545205479454,44.263178082191786,55.863068493150614,0.708986301369863,14.411753424657547,0.155013698630137,30.006849315068493,30.15183561643834
2008,55.3018630136987,75.57824657534243,43.35380821917811,55.306301369862965,0.695616438356164,13.697506849315088,0.08038356164383563,30.03342465753426,30.176547945205492
2009,53.73216438356164,73.29643835616437,43.874082191780836,55.072054794520504,0.7941369863013694,13.959671232876742,0.15260273972602745,30.0167397260274,30.16569863013702
2010,53.8081095890411,72.13408219178086,45.75693150684934,56.38334246575339,0.6459999999999998,13.587369863013715,0.194958904109589,30.00421917808221,30.149917808219183
2011,53.03879452054794,73.53808219178083,43.72367123287671,54.1217534246575,0.759150684931507,13.678191780821905,0.1315342465753425,29.98594520547945,30.127068493150688
2012,54.191287671232935,74.52931506849308,46.50898630136986,56.78131506849307,0.7466575342465751,14.15367123287673,0.14728767123287673,29.991753424657524,30.137342465753438
2013,55.50524590163943,75.35442622950819,47.39098360655736,58.1811475409835,0.477622950819672,13.09311475409838,0.12040983606557379,30.009699453551917,30.14994535519126
2014,53.3820273972603,71.62367123287672,45.273150684931466,56.07808219178075,0.585534246575342,12.915205479452073,0.1748767123287671,30.036712328767138,30.18057534246571
2015,52.35331506849314,72.50147945205472,43.797150684931516,55.16279452054789,0.48816438356164377,13.961561643835639,0.13465753424657537,30.018958904109574,30.167150684931507
2016,55.44203296703309,74.02060439560438,48.28060439560439,58.684505494505466,0.6319505494505494,13.871126373626419,0.16013736263736264,30.035686813186803,30.17299450549453
2017,56.175573770491866,76.27999999999994,46.473770491803286,57.48426229508199,0.6944535519125677,14.256666666666675,0.10530054644808742,30.029918032786853,30.17379781420763
